architect_id,architectJa,architectEn,slug
6399,清水建設・佐藤総合計画・鳳コンサル設計共同企業体,"Shimizu corporation, sato sogo keikaku, hou consul design joint venture",shimizu-corporation-sato-sogo-keikaku-hou-consul-design-joint-venture
6400,基本計画・基本設計・実施設計監修：日本設計　実施設計：鹿島建設,NIHON SEKKEI，INC.KAJIMA DESIGN,nihon-sekkei-inc-kajima-design
6402,久米設計・大成建設・新日鉄エンジニアリング設計共同企業体,KUME SEKKEI＋TAISEI CORPORATION＋NIPPON STEEL ENGINEERING,kume-sekkei-taisei-corporation-nippon-steel-engineering
6403,監修・設計：坂倉アトリエ　原設計：坂倉準三,SAKAKURA ATELIER ARCHITECTS,sakakura-atelier-architects
6404,入江正之・入江高世＋早稲田大学入江正之研究室,MASAYUKI AND TAKAYO IRIE＋IRIE LABORATORY IN WASEDA UNIVERSITY,masayuki-and-takayo-irie-irie-laboratory-in-waseda-university
6410,設計統括：遠藤秀平建築研究所,SHUHEI ENDO ARCHITECTS INSTITUTE,shuhei-endo-architects-institute
6411,総合プロデュース：竹中工務店　設計：MVRDV＋竹中工務店,MVRDV＋TAKENAKA CORPORATION,mvrdv-takenaka-corporation
6412,NSP設計,Nsp design,nsp-design
6413,鹿児島大学工学部建築学科都市デザイン研究室＋松永安光／近代建築研究所,YASUMITSU MATSUNAGA / KAGOSHIMA UNIVERSITY・MODERN ARCHITECTURE INSTITUTE,yasumitsu-matsunaga-kagoshima-university-modern-architecture-institute
6415,HTA研究会（鴨ツトム　北田修治　芹沢高志　竹嶋一郎　戸室太一　名和研二　渡辺邦夫）　積水化学工業住宅カンパニー都市開発,"Hta study group (kamo tsutomu, shuji kitada, takashi serizawa, ichiro takeshima, taichi tomuro, kenji nawa, kunio watanabe) sekisui chemical housing company urban development",hta-study-group
6416,全体計画：インターデザインアソシエイツ　設計：温設計室　直井建築設計事務所　小川リエ建築設計事務所　アーキエア,masterplanner: INTERDESIGN ASSOCIATES ARCHITECTS　 architects: ON ARCHITECTS， NAOI ARCHITECTURE & DESIGN OFFICE， RIE OGAWA ARCHITECTS， ARCH+AIR,masterplanner-interdesign-associates-architects-architects-on-architects-naoi-architecture-design-office-rie-ogawa-architects-arch-air
6417,早草睦惠／セルスペース,CELL SPACE ARCHITECTS,cell-space-architects-6417
6419,長坂常／スキーマ建築計画,JO NAGASAKA / SCHEMATA ARCHITECTS,jo-nagasaka-schemata-architects
6420,PRIME／プライム建築都市研究所　池田昌弘／MASAHIRO IKEDA co.，　ltd,PRIME ARCHITECTURE & URBAN DESIGN LABO.　 MASAHIRO  IKEDA CO.， LTD,prime-architecture-urban-design-labo-masahiro-ikeda-co-ltd
6423,菊池公市＋メジロスタジオ,KOICHI KIKUCHI + MEJIRO STUDIO,koichi-kikuchi-mejiro-studio
6424,成瀬友梨建築設計事務所＋猪熊純＋シリ・ストロンメ・ヨハンセン,YURI NARUSE ARCHITECTS＋JUN INOKUMA＋SIRI STROMME JOHANSEN,yuri-naruse-architects-jun-inokuma-siri-stromme-johansen
6428,統括　プロデューサー　原俊夫（原美術館　館長）　設計　千葉学建築計画事務所,CHIBA MANABU ARCHITECTS,chiba-manabu-architects-6428
6430,大野秀敏＋吉田明弘／APLdw,OHNO HIDETOSHI＋AKIHIRO YOSHIDA/APLdw,ohno-hidetoshi-akihiro-yoshida-apldw
6433,都市デザインシステム,Urban design systems,urban-design-systems
6434,西森啓史建築研究所・アクシス建築研究所,"NISHIMORI KEISHI ARCHITECT & ASSOCIATES, AXIS ARCHITECT & ASSOCIATES",nishimori-keishi-architect-associates-axis-architect-associates
6435,基本計画：高知県建築士会「龍馬委員会」　実施設計：龍馬のまちを考える建築士グループ,RYOMANOMACHI WO KANGAERU ARCHITECTS GROUP,ryomanomachi-wo-kangaeru-architects-group
6436,企画：都市環境研究所広島事務所＋山口大学内田研究室　設計：内田文雄＋龍環境計画,FUMIO UCHIDA + ATELIER RYU,fumio-uchida-atelier-ryu-6436
6437,内田文雄＋龍環境計画,ATELIER RYU,atelier-ryu
6440,全体修景計画・プロデュース　石川幹子　設計：石川幹子＋慶應義塾大学石川研究室（基本構想・基本設計）　小林正美＋アルキメディア設計研究所（基本設計・実施設計）,MIKIKO ISHIKAWA / KEIO UNIVERSITY， MASAMI KOBAYASHI / ARCHI-MEDIA ARCHITECTS AND ASSOCIATES,mikiko-ishikawa-keio-university-masami-kobayashi-archi-media-architects-and-associates
6441,川人洋志／川人建築設計事務所,HIROSHI KAWAHITO/KAWAHITO ARCHITECTS,hiroshi-kawahito-kawahito-architects
6442,川人洋志・日本設計,HIROSHI KAWAHITO・NIHON SEKKEI， SHIRETOKO SHARI STATION COMPLEX PROPOSAL COMPETITION,hiroshi-kawahito-nihon-sekkei-shiretoko-shari-station-complex-proposal-competition
6443,慶應義塾大学理工学部システムデザイン工学科＋隈研吾建築都市設計事務所,DEPARTMENT OF SYSTEM DESIGN ENGINEERING， FACULTY OF SCIENCE AND TECHNOLOGY， KEIO UNIVERSITY＋KENGO KUMA & ASSOCIATES,department-of-system-design-engineering-faculty-of-science-and-technology-keio-university-kengo-kuma-associates
6444,統括：GUCCI　設計　外装：ジェイムス・カーペンター・デザイン・アソシエーツ　内装：スタジオ　ソフィールド　照明：豊久将三（キルトプランニングオフィス）　建築：大林組,EXTERIOR DESIGN: JAMES CARPENTER DESIGN ASSOCIATES INC.， INTERIOR DESIGN: STUDIO SOFIELD， LIGHTING DESIGN: SHOZO TOYOHISA (KILT PLANNING OFFICE INC.)， ARCHITECT IN RECORD: OBAYASHI CORP,exterior-design-james-carpenter-design-associates-inc-interior-design-studio-sofield-lighting-design-shozo-toyohisa
6446,デザインアーキテクト：KOHN PEDERSEN FOX ASSOCIATES PC　設計・施工：前田建設工業,KOHN PEDERSEN FOX ASSOCIATES PCMAEDA CORPORATION,kohn-pedersen-fox-associates-pcmaeda-corporation
6448,高橋靗一／SFS･21＋清水建設,SHIMIZU CORPORATION,shimizu-corporation-6448
6453,慶應義塾大学池田靖史研究室,"Yasushi ikeda laboratory, keio university",yasushi-ikeda-laboratory-keio-university
6454,プロジェクト　インターナショナル　ジャパン,Project international japan,project-international-japan
6455,アンリ・ゲイダン＋金子文子／シィエル・ルージュ・クレアシオン（CRC）,HENRI GUEYDAN + FUMIKO KANEKO / CIEL ROUGE CREATION （CRC）,henri-gueydan-fumiko-kaneko-ciel-rouge-creation-crc
6456,アンリ・ゲイダン＋金子文子／シィエル・ルージュ・クレアシオン（CRC）ミクプランニング,HENRI GUEYDAN + FUMIKO KANEKO / CIEL ROUGE CREATION （CRC）， MIK PLANNING,henri-gueydan-fumiko-kaneko-ciel-rouge-creation-crc-mik-planning
6463,日本設計　低層部インテリア設計　槇総合計画事務所,NIHON SEKKEI MAKI AND ASSOCIATES,nihon-sekkei-maki-and-associates
6466,梓・高松設計共同体,AZUSA SEKKEI + SHIN TAKAMATSU ARCHITECT & ASSOCIATES,azusa-sekkei-shin-takamatsu-architect-associates
6470,木津潤平／木津潤平建築設計事務所,"Junpei kizu / junpei kizu architects, inc.",junpei-kizu-junpei-kizu-architects-inc
6472,基本構想：東京大学キャンパス計画室（岸田省吾）　設計：東京大学キャンパス計画室・同施設部　山下設計,ARCHITECTURAL PLANNING OFFICE， FACULTY OF ENGINEERING， CAMPUS PLANNING OFFICE＋FACILITIES DEPARTMENT， THE UNIVERSITY OF TOKYO,architectural-planning-office-faculty-of-engineering-campus-planning-office-facilities-department-the-university-of-tokyo-6472
6473,東京大学工学部建築計画室（岸田省吾）＋同キャンパス計画室・同施設部,ARCHITECTURAL PLANNING OFFICE， FACULTY OF ENGINEERING， CAMPUS PLANNING OFFICE＋FACILITIES DEPARTMENT， THE UNIVERSITY OF TOKYO,architectural-planning-office-faculty-of-engineering-campus-planning-office-facilities-department-the-university-of-tokyo-6473
6474,薩田英男／薩田建築スタジオ＋鹿野正樹／鹿野都市建築計画事務所,HIDEO SATSUTA / SATSUTA ARCHITECT STUDIO，                  ＋KANO MASAKI / KANO STUDIO OF URBANPLANNING AND ARCHITECTURE,hideo-satsuta-satsuta-architect-studio-kano-masaki-kano-studio-of-urbanplanning-and-architecture
6475,長岡勉／point,BEN NAGAOKA/po,ben-nagaoka-po
6476,谷尻誠／suppose design office　名和研二／なわけんジム,MAKOTO TANIJIRI／SUPPOSE DESIGN OFFICE，  KENJI NAWA／NAWAKENJI-M,makoto-tanijiri-suppose-design-office-kenji-nawa-nawakenji-m
6478,小泉雅生／小泉アトリエ・C＋A村井建築設計共同企業体,MASAO KOIZUMI / KOIZUMI ATELIER＋COELACANTH AND ASSOCIATES＋MURAI ARCHITECT AND ASSOCIATES,masao-koizumi-koizumi-atelier-coelacanth-and-associates-murai-architect-and-associates
6480,クリエイティブディレクター　佐藤可士和　手塚貴晴＋手塚由比／手塚建築研究所　池田昌弘／MASAHIRO IKEDA co.，ltd,creative director: KASHIWA SATO， architects: TAKAHARU＋YUI TEZUKA / TEZUKA ARCHITECTSMASAHIRO IKEDA / MASAHIRO IKEDA Co.，ltd,creative-director-kashiwa-sato-architects-takaharu-yui-tezuka-tezuka-architectsmasahiro-ikeda-masahiro-ikeda-co-ltd
6483,スキッドモア・オーウィングス・アンド・メリル（SOM）（マスタープランデザイン）　日建設計（コアアーキテクト）　イドー（EDAW）（ランドスケープデザイン）　スキッドモア・オーウィングス・アンド・メリル（SOM）　隈研吾建築都市設計事務所　安藤忠雄建築研究所＋日建設計　坂倉建築研究所　青木淳建築計画事務所 （パークレジデンシィズ・外装デザイン監修）ほか,SKIDMORE， OWINGS & MERRILL LLP  NIKKEN SEKKEI  EDAW  SKIDMORE， OWINGS & MERRILL LLP   KENGO KUMA & ASSOCIATES   TADAO ANDO ARCHITECTS & ASSOCIATES＋NIKKEN SEKKEI    COMMUNICATION ARTS， INC.   SAKAKURA ASSOCIATES   JUN AOKI & ASSOCIATES,skidmore-owings-merrill-llp-nikken-sekkei-edaw-skidmore-owings-merrill-llp-kengo-kuma-associates-tadao-ando-architects-associates-nikken-sekkei-communication-arts-inc-sakakura-associates-jun-aoki-associates
6484,戸田建設一級建築士事務所,TODA CORPORATION,toda-corporation-6484
6485,中村竜治建築設計事務所,RYUJI NAKAMURA AND ASSOCIATES,ryuji-nakamura-and-associates
6487,寺田尚樹＋テラダデザイン,NAOKI TERADA＋TERADADESIGN,naoki-terada-teradadesign-6487
6489,意匠統括：内藤廣　ディレクション：葛西薫（トータルディレクション）　長尾智子（フードコーディネーション）　設計：内藤廣建築設計事務所,NAITO ARCHITECT & ASSOCIATES， TORAYA TOKYO MIDTOWN  SHOP,naito-architect-associates-toraya-tokyo-midtown-shop
6491,建築＋ファサード・コンセプトデザイン：RDAI Rena Dumas Architecture Interieure　コーディネート・アーキテクト＋ファサード・デザインデベロップメント：design Fresco　ファサード実施設計：大成建設一級建築士事務所,RDAI Rena Dumas Architecture Interieure， cordinate architects: design Fresco,rdai-rena-dumas-architecture-interieure-cordinate-architects-design-fresco
6492,伊藤喜三郎建築研究所・鹿島建設・竹中工務店・高砂熱学工業・東光電気工事設計共同体,K.ITO ARCHITECTS & ENGINEERS INC， KAJIMA DESIGN， TATENAKA CORPORATION， ， TAKASAGO THERMAL ENGINEERING CO.，LTD，TOKO ELECTRICAL CONSTRUCTION CO.，LTD.,k-ito-architects-engineers-inc-kajima-design-tatenaka-corporation-takasago-thermal-engineering-co-ltd-toko-electrical-construction-co-ltd
6493,東京大学キャンパス計画室・同施設部　岡田新一設計事務所,ARCHITECTURAL PLANNING OFFICE，FACULITY OF ENGINEERING CAMPUS OFFICE+FACILITIES DEPARTMENT，THE UNIVERSITY OF TOKYOSHINICHI AND ASSOCIATES,architectural-planning-office-faculity-of-engineering-campus-office-facilities-department-the-university-of-tokyoshinichi-and-associates
6494,Open A,OPEN A,open-a-6494
6495,基本設計：Open A,OPEN A,open-a-6495
6496,三菱地所設計　コンセプト・デザイン　ホプキンス　アーキテクツ,MITSUBISHI JISHO SEKKEI INC.， concept design: HOPKINS ARCHITECTS,mitsubishi-jisho-sekkei-inc-concept-design-hopkins-architects
6497,岩﨑堅一・武蔵工業大学岩﨑研究室,KEN-ICHI IWASAKI & MUSASHI INSTITUTE OF TECHNOLOGY IWASAKI STUDIO,ken-ichi-iwasaki-musashi-institute-of-technology-iwasaki-studio-6497
6498,安藤忠雄建築研究所＋東京大学キャンパス計画室・同施設部,TADAO ANDO ARCHITECT & ASSOCIATES＋CAMPUS PLANNING OFFICE AND FACILITIES DEPARTMENT， THE UNIVERSITY OF TOKYO,tadao-ando-architect-associates-campus-planning-office-and-facilities-department-the-university-of-tokyo
6499,安藤忠雄建築研究所＋東京急行電鉄,TADAO ANDO ARCHITECT & ASSOCIATES ＋ TOKYU CORPORATION,tadao-ando-architect-associates-tokyu-corporation
6500,設計・監理：安藤忠雄建築研究所・日建設計＋東京急行電鉄　設備：東急設計コンサルタント,TADAO ANDO ARCHITECT & ASSOCIATES / NIKKEN SEKKEI ＋ TOKYU CORPORATION,tadao-ando-architect-associates-nikken-sekkei-tokyu-corporation
6504,藤森照信＋川上恵一（かわかみ建築設計室）,TERUNOBU FUJIMORI＋KEIICHI KAWAKAMI（KAWAKAMI ARCHITECTURAL DESIGN ROOM）,terunobu-fujimori-keiichi-kawakami-kawakami-architectural-design-room
6505,日土地綜合設計,Nittochi sogo sekkei,nittochi-sogo-sekkei
6506,武井誠＋鍋島千恵／TNA,MAKOTO TAKEI+CHIE NABESHIMA / TNA,makoto-takei-chie-nabeshima-tna
6507,平井真夫／昴設計,Masao hirai / subaru design,masao-hirai-subaru-design
6508,小谷野直幸＋田辺芳生／PRIME　池田昌弘／MASAHIRO IKEDA co.，　ltd,PRIME ARCHITECTURE & URBAN DESIGN LABO， MASAHIRO IKEDA,prime-architecture-urban-design-labo-masahiro-ikeda
6511,矢板久明＋矢板直子／矢板建築設計研究所,HISAAKI + NAOKO YAITA/YAITA AND ASSOCIATES,hisaaki-naoko-yaita-yaita-and-associates
6514,プロデュース：尾嵜彰葊　設計：木原千利設計工房,CHITOSHI KIHARA ARCHITECT AND ASSOCIATES,chitoshi-kihara-architect-and-associates
6516,藤森照信＋内田祥士（習作舎）,TERUNOBU FUJIMORI＋YOSHIO UCHIDA（SHUSAKUSHA）,terunobu-fujimori-yoshio-uchida-shusakusha
6520,近畿大学文芸学部芸術学科　岡本清文（基本計画）　類設計（実施設計・監理）,"Kinki university, faculty of arts and letters, department of art, okamoto, kiyofumi (basic planning) ru sekkei (execution design and supervision)",kinki-university-faculty-of-arts-and-letters-department-of-art-okamoto-kiyofumi
6521,大林組本店一級建築士事務所　ジャーディ・パートナーシップ（デザイン協力）,"Obayashi corporation head office, first-class architect office, jardi partnership (design cooperation)",obayashi-corporation-head-office-first-class-architect-office-jardi-partnership
6522,コクヨオフィスシステム,Kokuyo office systems,kokuyo-office-systems
6523,企画・基本設計　実施設計監修　日建設計　基本・実施設計　監理　清水建設一級建築士事務所,NIKKEN SEKKEI LTD， SHIMIZU CORPORATION,nikken-sekkei-ltd-shimizu-corporation
6524,若松均建築設計事務所　企画：設計集団プラス　東京組,HITOSHI WAKAMATSU ARCHITECT AND ASSOCIATES,hitoshi-wakamatsu-architect-and-associates-6524
6525,佐々木聡／SGM環境建築研究所,SGM ARCHITECT & ASSOCIATES,sgm-architect-associates
6526,井坂幸恵／bews,SACHIE ISAKA / BEWS,sachie-isaka-bews
6527,ベラ・ジュン／ISSHO建築設計事務所＋大野博史／オーノJAPAN,JUN VERA/ISSHO A,jun-vera-issho-a
6531,企画：OZONE家づくりサポート　設計：石田敏明＋石田敏明建築設計事務所,TOSHIAKI ISHIDA ARCHITECT&ASSOCIATES,toshiaki-ishida-architect-associates-6531
6536,山口真一郎＋竹中工務店,SHINICHIROU YAMAGUCHI ＋TAKENAKA CORPORATION,shinichirou-yamaguchi-takenaka-corporation
6537,統括：第一生命保険　設計施工：竹中工務店,TAKENAKA CORPORATION,takenaka-corporation-6537
6538,統括：第一生命保険　設計：飯田善彦建築工房,IIDA ARCHISHIP STUDIO,iida-archiship-studio-6538
6539,大場聖子＋矢部倫太郎／Mooi建築設計事務所,SATOKO OBA＋RINTARO YABE／MOOI ARCHITECTS,satoko-oba-rintaro-yabe-mooi-architects
6540,企画：OZONE家づくりサポート　設計：川辺直哉建築設計事務所,NAOYA KAWABE ARCHITECT AND ASSOCIATES,naoya-kawabe-architect-and-associates
6542,乾久美子建築設計事務所　プロデュース：アール・エイジ,OFFICE OF KUMIKO INUI,office-of-kumiko-inui-6542
6543,河野有悟建築計画室,HUGO KOHNO ARCHITECT ASSOCIATES,hugo-kohno-architect-associates
6544,松井亮建築都市設計事務所,RYO MATSUI ARCHITECTS,ryo-matsui-architects
6545,杉浦洋平　圓木裕基　横川天香／横浜国立大学,YOKOHAMA NATIONAL UNIVERSITY DEPARTMENT OF ARCHITECTURE,yokohama-national-university-department-of-architecture-6545
6546,統括：東京大学木質材料学研究室　設計：THE NAVE　阪根宏彦計画設計事務所　接合部：後藤豊　WR System　東京大学木質材料学研究室　宋昌錫,HIROHIKO SAKANE， GOTO YUTAKA （THE NAVE）CHANG-SUK SONG（WR SYSTEM）,hirohiko-sakane-goto-yutaka-the-nave-chang-suk-song-wr-system
6547,統括：岸本達也　原田真宏　佐藤淳　福屋粧子　隈研吾　妹島和世　設計：猿田暁生　中川精吾　後藤一真　塚本聡美　関口翔　杉山滝三／慶應義塾大学大学院,COE DESIGN SCHOOL， KEIO UNIVERSITY,coe-design-school-keio-university
6548,みかんぐみ　総合プロデュ−ス：電通　スペース・ブランディング室　電通テック,MIKAN,mikan-6548
6549,斎藤公男＋日本大学空間構造デザイン研究室,SAITOH MASAO & LSS.,saitoh-masao-lss
6551,SHIGERU BAN ARCHITECTS EUROPE,SHIGERU BAN ARCHITECTS EUROPE,shigeru-ban-architects-europe-6551
6556,山梨知彦＋羽鳥達也／日建設計,NIKKEN SEKKEI,nikken-sekkei-6556
6557,大江匡／プランテック総合計画事務所　安井建築設計事務所,TADASU OHE/PLANTEC ARCHITECTS，                  YASUI ARCHITECT & ENGINEERS,tadasu-ohe-plantec-architects-yasui-architect-engineers
6562,槇総合計画事務所　設計協力：DP Architects,MAKI AND ASSOCIATES IN ASSOCIATION WITH DP Architects,maki-and-associates-in-association-with-dp-architects-6562
6563,永田北野建築研究所,Nagata kitano architects & engineers,nagata-kitano-architects-engineers
6567,統括：福川裕一＋まちづくりカンパニー・シープネットワーク　設計：まちづくりカンパニー・シープネットワーク（壱番街）　坂倉建築研究所（クリスタルドーム・アーケード）　設計・計画：髙谷時彦事務所（レッツホール　隔地駐車場）,MACHIZUKURI COMPANY  SHEEP NETWORK， SAKAKURA ASSOCIATES ARCHITECTS AND ENGINEERS， （CRYSTAL DOME・ARCADE）， TAKATANI& ASSOCIATES,machizukuri-company-sheep-network-sakakura-associates-architects-and-engineers-crystal-dome-arcade-takatani-associates
6568,迫慶一郎／SAKO建築設計工社＋大和ハウス工業,SAKO ARCHITECTS＋DAIWA HOUSE INDUSTRY CO.LTD,sako-architects-daiwa-house-industry-co-ltd
6569,SOYsource建築設計事務所,SOY SOURCE ARCHITECTURAL DESIGN OFFICE,soy-source-architectural-design-office
6570,デザインアーキテクト：ドミニク・ペロー　アーキテクチュール　設計施工：清水建設,DOMINIQUE PERRAULT ARCHITECTURE associated　ll  SHIMIZU CORPORATION ARCHITECTS & ENGINEERS,dominique-perrault-architecture-associated-ll-shimizu-corporation-architects-engineers
6571,SDCJ（Sustainable Urban Development Consortium for Japan and Gulf States Partnership）,SDCJ（Sustainable Urban Development Consortium for Japan and Gulf States Partnership）,sdcj-sustainable-urban-development-consortium-for-japan-and-gulf-states-partnership
6575,妹島和世＋西沢立衛／SANAA GENSLER,KAZUYO SEJIMA＋RYUE NISHIZAWA / SANAA， ‘DE KUNSTLINIE’ THEATRE AND CULTURAL CENTRE， ALMERE,kazuyo-sejima-ryue-nishizawa-sanaa-de-kunstlinie-theatre-and-cultural-centre-almere
6576,設計石上純也建築設計事務所　製作：プロダクトデザイン正城,junya.ishigam＋associates,junya-ishigam-associates
6579,トラフ建築設計事務所（空間）　ボストーク　スープ・デザイン（展示）,Traf architects (space) vostok soup design (exhibition),traf-architects
6580,Responsive Environment（照明演出）,Responsive environment (lighting direction),responsive-environment
6582,三井不動産レジデンシャル・三井デザインテック（企画）　東急建設一級建築士事務所（設計）,"Mitsui fudosan residential, mitsui design tech (planning) tokyu corporation first-class registered architects office (design)",mitsui-fudosan-residential-mitsui-design-tech
6584,河野泰治アトリエ　東京大学木質材料学研究室,TAIJI KAWANO ARCHITECTS LAB. OF WOODBASED MATERIALS & TIMBER ENGINEERING,taiji-kawano-architects-lab-of-woodbased-materials-timber-engineering
6585,川人洋志／川人建築設計事務所　日本交通技術,KAWAHITO ARCHITECTSJAPAN TRANSPORTATION CONSULTANTS,kawahito-architectsjapan-transportation-consultants
6586,広谷純弘＋石田有作　アーキヴィジョン広谷スタジオ,ARCHIVISION HIROTANI STUDIO， OHSHO-CHIKU COMMUNITY CENTER,archivision-hirotani-studio-ohsho-chiku-community-center
6591,横河健＋山田慎一郎／横河設計工房,KEN YOKOGAWA ARCHITECT&ASSOCIATES,ken-yokogawa-architect-associates-6591
6593,統括：東京急行電鉄工務部施設課　デザインアーキテクト：安田幸一研究室＋安田アトリエ　設計：大建設計,TOKYU CORPORATION， YASUDA KOICHI LABORATORY＋YASUDA ATELIER， DAIKEN SEKKEI,tokyu-corporation-yasuda-koichi-laboratory-yasuda-atelier-daiken-sekkei
6594,総合デザイン監修：矢萩喜從郎建築計画　設計：大成建設一級建築士事務所,KIJURO YAHAGI AND ASSOCIATES＋TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERS,kijuro-yahagi-and-associates-taisei-design-planners-architects-engineers
6595,総合プロデュース：北山創造研究所　設計：北山孝二郎＋K計画事務所　日本設計,KOJIRO KITAYAMA + K ARCHITECT & ASSOCIATESNIHON SEKKEI,kojiro-kitayama-k-architect-associatesnihon-sekkei
6597,基本設計：平田晃久建築設計事務所　実施設計：フォンタァジュ,AKIHISA HIRATA ARCHITECTURE OFFICE＋FONTAGE,akihisa-hirata-architecture-office-fontage
6598,渡辺明設計事務所　構造：池田昌弘／MASAHIRO IKEDA co.，　ltd,AKIRA WATANABE ARCHITECT AND ASSOCIATES,akira-watanabe-architect-and-associates-6598
6602,横浜国立大学大学院／建築都市スクール　Y-GSA飯田善彦スタジオ＋SALHAUS,YOKOHAMA GRADUATE SCHOOL OF ARCHITECTURE， YOSHIHIKO IIDA STUDIO＋SALHAUS,yokohama-graduate-school-of-architecture-yoshihiko-iida-studio-salhaus
6603,神奈川大学曽我部研究室＋マチデザイン,SOGABE LABORATORY， KANAGAWA UNIVERSITY＋MATI DESIGN,sogabe-laboratory-kanagawa-university-mati-design
6605,大成建設・竹中工務店,TAISEI DESIGN PLANNERS ARCHITECTS & ENGINEERSTAKENAKA CORPORATION， RESEARCH LABORATORY BUILDING,taisei-design-planners-architects-engineerstakenaka-corporation-research-laboratory-building
6606,三菱地所設計　デザインアーキテクト：インゲンホーフェン・アーキテクツ,MITSUBISHI JISHO SEKKEI， d,mitsubishi-jisho-sekkei-d
6607,ザハ・ハディッド　アーキテクツ,ZAHA HADID ARCHITECTS,zaha-hadid-architects-6607
6613,安藤忠雄建築研究所　設計協力：Geoffrey Freeman Architects,architects: TADAO ANDO ARCHITECT & ASSOCIATES architect of record: GEOFFREY FREEMAN ARCHITECTS,architects-tadao-ando-architect-associates-architect-of-record-geoffrey-freeman-architects
6614,安藤忠雄建築研究所　設計協力：Gensler,rchitects: TADAO ANDO ARCHITECT & ASSOCIATES architect of record: GENSLER,rchitects-tadao-ando-architect-associates-architect-of-record-gensler
6615,竹中工務店（設計）　Saucier & Perrotte architects（コンセプトデザイン）,Takenaka corporation (design) saucier & perrotte architects (concept design),takenaka-corporation-6615
6617,小笠原絵理／間工作舎,OGASAWARA ERI / KANKOUSAKUSHA,ogasawara-eri-kankousakusha
6618,エー・アンド・エー総合設計／協力　八木敦司建築設計事務所,AA TOTAL ARCHITECTURE DESIGN ENGINEER'S / ATSUSHI YAGI ARCHITECTS & ASSOCIATE,aa-total-architecture-design-engineer-s-atsushi-yagi-architects-associate
6622,慶應義塾大学SFC坂茂研究室＋松原弘典研究室,KEIO UNIVERSITY SHIGERU BAN ＋ HIRONORI MATSUBARA LABORATORY  ， MEMBRANE CHURCH TAKATORI CATHOLIC CHURCH,keio-university-shigeru-ban-hironori-matsubara-laboratory-membrane-church-takatori-catholic-church
6623,統括：東京大学農学部木質材料学研究室　設計：藤田克則（E-CHO）　山口和弘（IJS）,KATSUNORI FUJITA（E-CHO）， ＋KAZUHIRO YAMAGUCHI（IJS）,katsunori-fujita-e-cho-kazuhiro-yamaguchi-ijs
6624,見米清人　岸本達也　原田真宏　佐藤淳　福屋粧子／慶應義塾大学大学院理工学研究科,KIYOHITO MIKOME， TATSUYA KISHIMOTO， MASAHIRO HARADA， JUN SATO， SHOKO FUKUYA / GRADUATE SCHOOL OF SCIENCE AND TECHNOLOGY， KEIO UNIVERSITY,kiyohito-mikome-tatsuya-kishimoto-masahiro-harada-jun-sato-shoko-fukuya-graduate-school-of-science-and-technology-keio-university
6625,田村圭介＋森部康司＋昭和女子大学生活環境学科1/1ワークショップ,architects: KSK TAMURA＋YASUSHI MORIBE＋SHOWA WOMEN'S UNIVERSITY DEPARTMENT OF ENVIRONMENTAL DESIGN ， TEAM 1/1 WORKSHOP,architects-ksk-tamura-yasushi-moribe-showa-women-s-university-department-of-environmental-design-team-1-1-workshop
6627,プロジェクトマネジメント：三井不動産　設計：清水建設　デザイン監修：佐藤尚巳建築研究所,core architects: SHIMIZU CORPORATION||design architects: NAOMI SATO ARCHITECTS,core-architects-shimizu-corporation-design-architects-naomi-sato-architects
6628,丹下都市建築設計,TANGE ASSOCIATES,tange-associates
6635,山代悟＋ビルディングランドスケープ,BUILDING LANDSCAPE,building-landscape
6636,山代悟＋ビルディングランドスケープ　プロデュース・企画設計：都市デザインシステム,Yamashiro SATORU＋buildinglandscape,yamashiro-satoru-buildinglandscape
6637,中永勇司／ナカエ・アーキテクツ　髙木昭良／髙木昭良建築設計事務所　大野博史／オーノJAPAN,YUJI NAKAE / NAKAE ARCHITECTSAKIYOSHI TAKAGI / AKIYOSHI TAKAGI ARCHITECTSHIROFUMI OHNO / OHNO JAPAN,yuji-nakae-nakae-architectsakiyoshi-takagi-akiyoshi-takagi-architectshirofumi-ohno-ohno-japan
6642,岸和郎＋K.ASSOCIATES/Architects＋京都工芸繊維大学岸研究室,WARO KISHI + K.ASSOCIATES/ARCHITECTS + KYOTO INSTITUTE OF TECHNOLOGY K-LAB.,waro-kishi-k-associates-architects-kyoto-institute-of-technology-k-lab
6643,統括：仙田満＋環境デザイン研究所　設計：仙田満＋環境デザイン研究所　構造設計集団〈SDG〉　総合設備計画：広東省建築設計研究院,MITSURU SENDA ＋ ENVIRONMENT DESIGN INSTITUTE  STRUCTURAL DESIGN GROUP　SOGO CONSULTANTS MECHANICAL & ELECTRICAL ENGINEERS ASSOCIATE THE ARCHITECTURAL DESIGN & RESEARCH， INSTITUTE OF GUANGDONG PROVINCE,mitsuru-senda-environment-design-institute-structural-design-group-sogo-consultants-mechanical-electrical-engineers-associate-the-architectural-design-research-institute-of-guangdong-province
6644,樂吉左衞門＋竹中工務店,RAKU KICHIZAEMON TAKENAKA CORPORATION,raku-kichizaemon-takenaka-corporation
6645,佐藤宏尚建築デザイン事務所＋樫原徹建築設計事務所,Hironao sato architectural design office + toru kashihara architects,hironao-sato-architectural-design-office-toru-kashihara-architects
